municipality_code,municipality_name,comarca_code,comarca_name,reference_period,area_km2,natural_area_pct,forest_area_pct,protected_area_pct,elevation_mean,elevation_p05,elevation_p95,elevation_range_p90,mean_slope_deg,terrain_ruggedness,water_wetland_pct,touches_coast,landscape_units_count,landscape_diversity_entropy,official_viewpoints_count,viewpoints_per_100km2,natural_score,protected_score,relief_score,water_score,recognition_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082726,Sora,24,Osona,2024-2026,30.8421,78.381891,69.012125,1.940075,743.025336,632.593103,908.466699,275.873596,16.01591,79.947087,0.033058,false,,,,,78.6906,2.3537,43.7046,0.5216,,39.1345,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,39.1345,39.1345,100,,official,landscape_core,true
082732,Subirats,03,Alt Penedès,2024-2026,55.8192,54.975041,36.560756,30.147168,296.394705,138.978217,490.192383,351.214166,10.258942,113.73166,0.480646,false,,,,,52.4727,36.5753,34.2716,9.575,,37.5134,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,37.5134,37.5134,100,,official,landscape_core,true
082747,Súria,07,Bages,2024-2026,23.6008,75.43027,54.827202,6.979645,381.173844,277.053949,493.681287,216.627338,14.153136,65.773775,0.619084,false,,,,,75.3846,8.4679,36.7335,12.3751,,39.5412,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,39.5412,39.5412,100,,official,landscape_core,true
082750,Tavèrnoles,24,Osona,2024-2026,18.8823,75.797713,66.853151,2.314027,615.710836,469.681683,774.922534,305.240851,13.31591,99.741166,0.813262,false,,,,,75.7961,2.8074,39.0009,16.3027,,39.4261,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,39.4261,39.4261,100,,official,landscape_core,true
082763,Tagamanent,41,Vallès Oriental,2024-2026,43.4706,97.225192,83.761164,90.191981,812.141315,423.767239,1197.298584,773.531345,23.00985,238.36222,0.006794,false,,,,,99.797,100,82.7755,0,,80.6228,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,80.6228,80.6228,100,,official,landscape_core,true
082779,Talamanca,07,Bages,2024-2026,29.302,92.203083,53.487579,20.176252,438.307596,266.770811,592.885611,326.114799,17.121894,97.867278,0.333939,false,,,,,94.1717,24.4783,48.5496,6.6075,,52.2082,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,52.2082,52.2082,100,,official,landscape_core,true
082785,Taradell,24,Osona,2024-2026,26.5932,54.926221,41.101975,0.167067,626.62096,521.021515,774.410431,253.388916,7.895874,80.666245,0.289048,false,,,,,52.4181,0.2027,24.366,5.6995,,25.3434,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,25.3434,25.3434,100,,official,landscape_core,true
082798,Terrassa,40,Vallès Occidental,2024-2026,70.0553,54.50575,39.486252,11.011661,374.073527,224.538103,659.183359,434.645256,9.954573,140.618127,0.691152,false,,,,,51.9471,13.3596,37.496,13.8328,,32.9703,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,32.9703,32.9703,100,,official,landscape_core,true
082802,Tavertet,24,Osona,2024-2026,32.7661,90.726765,73.211888,36.009727,808.55532,523.323608,1104.578217,581.254608,18.805725,184.296534,0.995578,false,,,,,92.5181,43.6879,64.2979,19.9904,,62.3764,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,62.3764,62.3764,100,,official,landscape_core,true
082819,Teià,21,Maresme,2024-2026,6.6813,57.780625,28.155896,41.103118,174.299563,39.45581,374.270146,334.814336,12.606048,100.961524,1.002511,false,,,,,55.6153,49.8674,38.7883,20.1307,,44.6489,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,44.6489,44.6489,100,,official,landscape_core,true
082824,Tiana,21,Maresme,2024-2026,7.8991,63.747518,27.683872,34.009197,177.304549,72.98323,340.772629,267.789399,12.868763,85.095118,1.206769,false,,,,,62.2987,41.2608,36.2389,24.2622,,44.8188,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,44.8188,44.8188,100,,official,landscape_core,true
082830,Tona,24,Osona,2024-2026,16.3905,46.425595,32.558562,8.409014,647.878386,548.375806,841.2745,292.898694,9.833317,88.103233,0.108085,false,,,,,42.8965,10.202,30.5803,2.0392,,25.5152,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,25.5152,25.5152,100,,official,landscape_core,true
082845,Tordera,21,Maresme,2024-2026,84.4389,74.797028,66.204399,43.221383,158.484881,22.658729,476.572989,453.91426,13.004956,147.761933,0.816554,false,,,,,74.6753,52.4373,45.268,16.3693,,53.0181,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,53.0181,53.0181,100,,official,landscape_core,true
