municipality_code,municipality_name,comarca_code,comarca_name,reference_period,rental_contracts,avg_monthly_rent_eur,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081398,Mura,07,Bages,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081402,Navarcles,07,Bages,2025,74,534.32,17.4338,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.4338,17.4338,100,,official,default,true
081419,Navàs,07,Bages,2025,90,465.8,7.5522,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,7.5522,7.5522,100,,official,default,true
081424,la Nou de Berguedà,14,Berguedà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081430,Òdena,06,Anoia,2025,23,524.12,15.9628,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.9628,15.9628,100,,official,default,true
081445,Olvan,14,Berguedà,2025,7,556.43,20.6224,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.6224,20.6224,100,,official,default,true
081458,Olèrdola,03,Alt Penedès,2025,21,819.52,58.5638,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.5638,58.5638,100,,official,default,true
081461,Olesa de Bonesvalls,03,Alt Penedès,2025,11,641.01,32.8201,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.8201,32.8201,100,,official,default,true
081477,Olesa de Montserrat,11,Baix Llobregat,2025,219,680.95,38.58,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.58,38.58,100,,official,default,true
081483,Olivella,17,Garraf,2025,16,1436.33,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
081496,Olost,43,Lluçanès,2025,9,636.67,32.1942,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.1942,32.1942,100,,official,default,true
081509,Orís,24,Osona,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081516,Oristà,43,Lluçanès,2025,8,605.3,27.6702,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.6702,27.6702,100,,official,default,true
081521,Orpí,06,Anoia,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081537,Òrrius,21,Maresme,2025,10,737.22,46.695,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.695,46.695,100,,official,default,true
081542,Pacs del Penedès,03,Alt Penedès,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081555,Palafolls,21,Maresme,2025,85,617.45,29.4224,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,29.4224,29.4224,100,,official,default,true
081568,Palau-solità i Plegamans,40,Vallès Occidental,2025,117,864.87,65.104,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.104,65.104,100,,official,default,true
081574,Pallejà,11,Baix Llobregat,2025,102,925.44,73.839,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.839,73.839,100,,official,default,true
081580,el Papiol,11,Baix Llobregat,2025,33,937.79,75.6201,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.6201,75.6201,100,,official,default,true
081593,Parets del Vallès,41,Vallès Oriental,2025,160,829.13,59.9497,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.9497,59.9497,100,,official,default,true
081607,Perafita,43,Lluçanès,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081614,Piera,06,Anoia,2025,108,666.36,36.4759,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.4759,36.4759,100,,official,default,true
081629,els Hostalets de Pierola,06,Anoia,2025,41,743.14,47.5487,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.5487,47.5487,100,,official,default,true
081635,Pineda de Mar,21,Maresme,2025,375,673.65,37.5272,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.5272,37.5272,100,,official,default,true
081640,el Pla del Penedès,03,Alt Penedès,2025,34,654.84,34.8146,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.8146,34.8146,100,,official,default,true
081653,la Pobla de Claramunt,06,Anoia,2025,22,530.62,16.9002,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,16.9002,16.9002,100,,official,default,true
081666,la Pobla de Lillet,14,Berguedà,2025,18,473.06,8.5992,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.5992,8.5992,100,,official,default,true
081672,Polinyà,40,Vallès Occidental,2025,63,783.87,53.4226,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.4226,53.4226,100,,official,default,true
081688,Pontons,03,Alt Penedès,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081691,el Prat de Llobregat,11,Baix Llobregat,2025,588,841.32,61.7077,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.7077,61.7077,100,,official,default,true
081705,els Prats de Rei,06,Anoia,2025,8,426.26,1.85,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,1.85,1.85,100,,official,default,true
081712,Prats de Lluçanès,43,Lluçanès,2025,51,488.63,10.8447,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,10.8447,10.8447,100,,official,default,true
081727,Premià de Mar,21,Maresme,2025,312,898.86,70.0058,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.0058,70.0058,100,,official,default,true
081748,Puigdàlber,03,Alt Penedès,2025,6,705,42.0484,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.0484,42.0484,100,,official,default,true
081751,Puig-reig,14,Berguedà,2025,87,503.92,13.0497,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.0497,13.0497,100,,official,default,true
081764,Pujalt,06,Anoia,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081770,la Quar,14,Berguedà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081786,Rajadell,07,Bages,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081799,Rellinars,40,Vallès Occidental,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081803,Ripollet,40,Vallès Occidental,2025,292,730.3,45.697,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.697,45.697,100,,official,default,true
081810,la Roca del Vallès,41,Vallès Oriental,2025,106,824.6,59.2964,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.2964,59.2964,100,,official,default,true
081825,el Pont de Vilomara i Rocafort,07,Bages,2025,49,600.77,27.0169,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.0169,27.0169,100,,official,default,true
081831,Roda de Ter,24,Osona,2025,95,548.98,19.548,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.548,19.548,100,,official,default,true
081846,Rubí,40,Vallès Occidental,2025,869,783.12,53.3144,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.3144,53.3144,100,,official,default,true
081859,Rubió,06,Anoia,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081878,Sabadell,40,Vallès Occidental,2025,2738,820.9,58.7628,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.7628,58.7628,100,,official,default,true
081884,Sagàs,14,Berguedà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081897,Sant Pere Sallavinera,06,Anoia,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
081901,Saldes,14,Berguedà,2025,10,368.8,0,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
081918,Sallent,07,Bages,2025,81,533.82,17.3617,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.3617,17.3617,100,,official,default,true
081923,Santpedor,07,Bages,2025,82,594.03,26.0449,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.0449,26.0449,100,,official,default,true
081939,Sant Iscle de Vallalta,21,Maresme,2025,12,729.46,45.5759,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.5759,45.5759,100,,official,default,true
081944,Sant Adrià de Besòs,13,Barcelonès,2025,311,915.11,72.3493,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.3493,72.3493,100,,official,default,true
081957,Sant Agustí de Lluçanès,24,Osona,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081960,Sant Andreu de la Barca,11,Baix Llobregat,2025,262,762.72,50.3724,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.3724,50.3724,100,,official,default,true
081976,Sant Andreu de Llavaneres,21,Maresme,2025,173,1163.47,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2025,65,810.46,57.2572,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.2572,57.2572,100,,official,default,true
081995,Sant Bartomeu del Grau,24,Osona,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082009,Sant Boi de Llobregat,11,Baix Llobregat,2025,707,814.66,57.8629,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.8629,57.8629,100,,official,default,true
082016,Sant Boi de Lluçanès,24,Osona,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082021,Sant Celoni,41,Vallès Oriental,2025,246,690,39.8851,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.8851,39.8851,100,,official,default,true
082037,Sant Cebrià de Vallalta,21,Maresme,2025,34,1108.04,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2025,49,954.13,77.9766,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.9766,77.9766,100,,official,default,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2025,1318,1427.23,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2025,37,750.47,48.6058,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.6058,48.6058,100,,official,default,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2025,67,933.32,74.9754,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,74.9754,74.9754,100,,official,default,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2025,46,942.86,76.3513,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.3513,76.3513,100,,official,default,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2025,173,669.45,36.9215,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.9215,36.9215,100,,official,default,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2025,481,946.16,76.8272,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.8272,76.8272,100,,official,default,true
082129,Sant Feliu Sasserra,07,Bages,2025,17,692.7,40.2745,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.2745,40.2745,100,,official,default,true
082135,Sant Fruitós de Bages,07,Bages,2025,71,554.57,20.3542,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.3542,20.3542,100,,official,default,true
082140,Vilassar de Dalt,21,Maresme,2025,83,1104.05,99.5972,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,99.5972,99.5972,100,,official,default,true
082153,Sant Hipòlit de Voltregà,24,Osona,2025,49,573.03,23.0164,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.0164,23.0164,100,,official,default,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082172,Sant Joan Despí,11,Baix Llobregat,2025,434,1112.36,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082188,Sant Joan de Vilatorrada,07,Bages,2025,94,596.27,26.3679,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.3679,26.3679,100,,official,default,true
082191,Vilassar de Mar,21,Maresme,2025,319,1059,93.1003,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,93.1003,93.1003,100,,official,default,true
082205,Sant Julià de Vilatorta,24,Osona,2025,43,758.47,49.7595,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.7595,49.7595,100,,official,default,true
082212,Sant Just Desvern,11,Baix Llobregat,2025,299,1477.61,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2025,23,674.86,37.7017,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.7017,37.7017,100,,official,default,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2025,40,676.32,37.9123,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.9123,37.9123,100,,official,default,true
082248,Sant Martí de Centelles,24,Osona,2025,22,595.5,26.2569,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.2569,26.2569,100,,official,default,true
082251,Sant Martí d'Albars,43,Lluçanès,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082264,Sant Martí de Tous,06,Anoia,2025,21,576.97,23.5846,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.5846,23.5846,100,,official,default,true
082270,Sant Martí Sarroca,03,Alt Penedès,2025,47,644.24,33.2859,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.2859,33.2859,100,,official,default,true
082286,Sant Martí Sesgueioles,06,Anoia,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082299,Sant Mateu de Bages,07,Bages,2025,7,513.57,14.4414,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.4414,14.4414,100,,official,default,true
082303,Premià de Dalt,21,Maresme,2025,86,1167.11,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2025,350,939.77,75.9056,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.9056,75.9056,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2025,28,639.37,32.5836,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.5836,32.5836,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2025,31,598.91,26.7486,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.7486,26.7486,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2025,33,846.29,62.4244,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.4244,62.4244,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2025,104,860.62,64.491,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.491,64.491,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2025,40,560.17,21.1618,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.1618,21.1618,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2025,25,513.12,14.3765,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.3765,14.3765,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2025,156,1023.36,87.9605,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.9605,87.9605,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2025,6,883.33,67.7662,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.7662,67.7662,100,,official,default,true
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2025,210,674.69,37.6772,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.6772,37.6772,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082439,Santa Cecília de Voltregà,24,Osona,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2025,52,918.01,72.7675,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.7675,72.7675,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2025,1167,686.52,39.3833,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.3833,39.3833,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2025,20,745.47,47.8847,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.8847,47.8847,100,,official,default,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2025,25,780.8,52.9798,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.9798,52.9798,100,,official,default,true
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2025,42,910.53,71.6888,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.6888,71.6888,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082508,Santa Margarida de Montbui,06,Anoia,2025,79,509.55,13.8616,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.8616,13.8616,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2025,64,671.3,37.1883,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.1883,37.1883,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2025,266,814.97,57.9076,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.9076,57.9076,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082541,l'Esquirol,24,Osona,2025,22,500.44,12.5478,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,12.5478,12.5478,100,,official,default,true
082554,Santa Maria de Merlès,14,Berguedà,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082567,Santa Maria de Martorelles,41,Vallès Oriental,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082573,Santa Maria de Miralles,06,Anoia,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082589,Santa Maria d'Oló,42,Moianès,2025,9,542.22,18.5731,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.5731,18.5731,100,,official,default,true
082592,Santa Maria de Palautordera,41,Vallès Oriental,2025,120,756.27,49.4422,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.4422,49.4422,100,,official,default,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2025,204,741.63,47.3309,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.3309,47.3309,100,,official,default,true
082613,Santa Susanna,21,Maresme,2025,42,980.13,81.7261,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,81.7261,81.7261,100,,official,default,true
082628,Sant Vicenç de Castellet,07,Bages,2025,169,566.93,22.1367,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.1367,22.1367,100,,official,default,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2025,152,827.2,59.6714,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.6714,59.6714,100,,official,default,true
082649,Sant Vicenç de Montalt,21,Maresme,2025,79,1637.46,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082652,Sant Vicenç de Torelló,24,Osona,2025,16,611.25,28.5282,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.5282,28.5282,100,,official,default,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2025,639,905.58,70.9749,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.9749,70.9749,100,,official,default,true
082671,Sentmenat,40,Vallès Occidental,2025,77,741.21,47.2704,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.2704,47.2704,100,,official,default,true
082687,Cercs,14,Berguedà,2025,24,479.17,9.4804,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.4804,9.4804,100,,official,default,true
082690,Seva,24,Osona,2025,32,678.27,38.1935,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.1935,38.1935,100,,official,default,true
082704,Sitges,17,Garraf,2025,554,1295.18,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082711,Sobremunt,43,Lluçanès,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082726,Sora,24,Osona,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082732,Subirats,03,Alt Penedès,2025,22,839.77,61.4842,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.4842,61.4842,100,,official,default,true
082747,Súria,07,Bages,2025,71,482.45,9.9534,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.9534,9.9534,100,,official,default,true
082750,Tavèrnoles,24,Osona,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
