municipality_code,municipality_name,comarca_code,comarca_name,reference_period,sales_count,avg_surface_m2,avg_sale_price_eur,sale_price_eur_m2,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081363,Montornès del Vallès,41,Vallès Oriental,2025,183,81.14,183378.24,2219.94,51.04,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.04,51.04,100,,official,default,true
081379,Montseny,41,Vallès Oriental,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081385,Moià,42,Moianès,2025,69,120.97,172528.27,1676.61,30.5689,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.5689,30.5689,100,,official,default,true
081398,Mura,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081402,Navarcles,07,Bages,2025,49,101.78,131712.95,1488.91,23.4969,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.4969,23.4969,100,,official,default,true
081419,Navàs,07,Bages,2025,63,96.56,101291.27,1091.92,8.5395,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.5395,8.5395,100,,official,default,true
081424,la Nou de Berguedà,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081430,Òdena,06,Anoia,2025,50,103.73,126214.9,1439.55,21.6371,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.6371,21.6371,100,,official,default,true
081445,Olvan,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081458,Olèrdola,03,Alt Penedès,2025,23,201.48,231761.9,1413.47,20.6545,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.6545,20.6545,100,,official,default,true
081461,Olesa de Bonesvalls,03,Alt Penedès,2025,29,184.3,249751.85,1560.82,26.2062,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.2062,26.2062,100,,official,default,true
081477,Olesa de Montserrat,11,Baix Llobregat,2025,329,93.92,187358.52,2092.83,46.2508,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.2508,46.2508,100,,official,default,true
081483,Olivella,17,Garraf,2025,105,190.07,285750.7,1601.11,27.7243,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.7243,27.7243,100,,official,default,true
081496,Olost,43,Lluçanès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081509,Orís,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081516,Oristà,43,Lluçanès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081521,Orpí,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081537,Òrrius,21,Maresme,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081542,Pacs del Penedès,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081555,Palafolls,21,Maresme,2025,141,108.59,218800.28,2237.83,51.714,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.714,51.714,100,,official,default,true
081568,Palau-solità i Plegamans,40,Vallès Occidental,2025,136,137.49,295270.48,2423.39,58.7054,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.7054,58.7054,100,,official,default,true
081574,Pallejà,11,Baix Llobregat,2025,96,109.68,287568.02,2842.48,74.4955,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,74.4955,74.4955,100,,official,default,true
081580,el Papiol,11,Baix Llobregat,2025,33,93.89,222474,2563.42,63.9813,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.9813,63.9813,100,,official,default,true
081593,Parets del Vallès,41,Vallès Oriental,2025,166,94.84,237190.36,2675.76,68.2139,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.2139,68.2139,100,,official,default,true
081607,Perafita,43,Lluçanès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081614,Piera,06,Anoia,2025,256,131.09,193383.2,1668,30.2445,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.2445,30.2445,100,,official,default,true
081629,els Hostalets de Pierola,06,Anoia,2025,37,118.25,168362.19,1626.04,28.6635,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.6635,28.6635,100,,official,default,true
081635,Pineda de Mar,21,Maresme,2025,482,80.72,183386.52,2435.93,59.1778,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.1778,59.1778,100,,official,default,true
081640,el Pla del Penedès,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081653,la Pobla de Claramunt,06,Anoia,2025,24,164.67,153400,1119.07,9.5624,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.5624,9.5624,100,,official,default,true
081666,la Pobla de Lillet,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081672,Polinyà,40,Vallès Occidental,2025,81,96.62,231704.55,2491.37,61.2667,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.2667,61.2667,100,,official,default,true
081688,Pontons,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081691,el Prat de Llobregat,11,Baix Llobregat,2025,583,76.84,221419.07,2976.1,79.5299,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.5299,79.5299,100,,official,default,true
081705,els Prats de Rei,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081712,Prats de Lluçanès,43,Lluçanès,2025,45,85.2,113802.26,1451.2,22.0761,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.0761,22.0761,100,,official,default,true
081727,Premià de Mar,21,Maresme,2025,233,86.41,248333.34,3013.85,80.9522,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.9522,80.9522,100,,official,default,true
081748,Puigdàlber,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081751,Puig-reig,14,Berguedà,2025,62,104.44,88272.35,974.85,4.1286,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,4.1286,4.1286,100,,official,default,true
081764,Pujalt,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081770,la Quar,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081786,Rajadell,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081799,Rellinars,40,Vallès Occidental,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081803,Ripollet,40,Vallès Occidental,2025,462,75.61,203807.35,2688.55,68.6958,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.6958,68.6958,100,,official,default,true
081810,la Roca del Vallès,41,Vallès Oriental,2025,137,123.34,269868.94,2432.4,59.0448,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.0448,59.0448,100,,official,default,true
081825,el Pont de Vilomara i Rocafort,07,Bages,2025,42,110.31,126313.89,1491.33,23.5881,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.5881,23.5881,100,,official,default,true
081831,Roda de Ter,24,Osona,2025,73,124.2,131279.13,1228.46,13.6839,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.6839,13.6839,100,,official,default,true
081846,Rubí,40,Vallès Occidental,2025,885,93.96,200818.14,2296.06,53.9079,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.9079,53.9079,100,,official,default,true
081859,Rubió,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081878,Sabadell,40,Vallès Occidental,2025,2119,88.37,202372.12,2359.52,56.2989,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.2989,56.2989,100,,official,default,true
081884,Sagàs,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081897,Sant Pere Sallavinera,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081901,Saldes,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081918,Sallent,07,Bages,2025,65,82.73,95811.3,1215.24,13.1858,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.1858,13.1858,100,,official,default,true
081923,Santpedor,07,Bages,2025,48,115.95,183480,2006.55,43,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43,43,100,,official,default,true
081939,Sant Iscle de Vallalta,21,Maresme,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081944,Sant Adrià de Besòs,13,Barcelonès,2025,377,73.02,244043.19,3060.5,82.7098,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.7098,82.7098,100,,official,default,true
081957,Sant Agustí de Lluçanès,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081960,Sant Andreu de la Barca,11,Baix Llobregat,2025,238,81.52,207687,2622.72,66.2155,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.2155,66.2155,100,,official,default,true
081976,Sant Andreu de Llavaneres,21,Maresme,2025,177,128.43,384318.13,3202.59,88.0634,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,88.0634,88.0634,100,,official,default,true
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2025,77,152.49,276662.18,2073.9,45.5376,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.5376,45.5376,100,,official,default,true
081995,Sant Bartomeu del Grau,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082009,Sant Boi de Llobregat,11,Baix Llobregat,2025,854,77.76,219245.34,2900.49,76.6811,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.6811,76.6811,100,,official,default,true
082016,Sant Boi de Lluçanès,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082021,Sant Celoni,41,Vallès Oriental,2025,148,104.92,190202.17,2029.4,43.861,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.861,43.861,100,,official,default,true
082037,Sant Cebrià de Vallalta,21,Maresme,2025,112,128.25,220766.03,1824.66,36.147,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.147,36.147,100,,official,default,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2025,47,104.3,264705.23,2702.23,69.2112,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.2112,69.2112,100,,official,default,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2025,598,120.18,585612.77,5340.18,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2025,18,190.53,375470.59,2260.04,52.5508,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.5508,52.5508,100,,official,default,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2025,95,154.22,287366.53,2049.41,44.6149,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.6149,44.6149,100,,official,default,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2025,88,163.26,330080.28,2435.36,59.1564,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.1564,59.1564,100,,official,default,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2025,55,127.1,200146.52,1845.8,36.9435,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.9435,36.9435,100,,official,default,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2025,442,74.17,257103.84,3483.87,98.6612,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,98.6612,98.6612,100,,official,default,true
082129,Sant Feliu Sasserra,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082135,Sant Fruitós de Bages,07,Bages,2025,75,114.4,202809.25,1820.94,36.0068,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.0068,36.0068,100,,official,default,true
082140,Vilassar de Dalt,21,Maresme,2025,78,147.91,362927.75,2756.48,71.2552,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.2552,71.2552,100,,official,default,true
082153,Sant Hipòlit de Voltregà,24,Osona,2025,43,149,155030.77,1251.09,14.5365,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.5365,14.5365,100,,official,default,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082172,Sant Joan Despí,11,Baix Llobregat,2025,239,71.06,276786.64,3897.84,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082188,Sant Joan de Vilatorrada,07,Bages,2025,97,86.33,127725.21,1565.63,26.3875,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.3875,26.3875,100,,official,default,true
082191,Vilassar de Mar,21,Maresme,2025,165,107.99,391797.62,3975.39,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082205,Sant Julià de Vilatorta,24,Osona,2025,16,83.75,234900.5,3147.54,85.9892,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,85.9892,85.9892,100,,official,default,true
082212,Sant Just Desvern,11,Baix Llobregat,2025,133,126.02,535194.18,4567.8,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2025,32,129.8,206054.07,1805.02,35.407,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.407,35.407,100,,official,default,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2025,34,145.53,175167.95,1357.25,18.5363,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.5363,18.5363,100,,official,default,true
082248,Sant Martí de Centelles,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082251,Sant Martí d'Albars,43,Lluçanès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082264,Sant Martí de Tous,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082270,Sant Martí Sarroca,03,Alt Penedès,2025,34,88.86,134207.41,1629.16,28.7811,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.7811,28.7811,100,,official,default,true
082286,Sant Martí Sesgueioles,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082299,Sant Mateu de Bages,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082303,Premià de Dalt,21,Maresme,2025,82,155.38,436982.22,3005.88,80.6519,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.6519,80.6519,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2025,362,103.24,267314.91,2758.45,71.3295,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.3295,71.3295,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2025,25,123.17,127571.43,1259.99,14.8718,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.8718,14.8718,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2025,36,151.93,149178.98,1087.47,8.3718,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.3718,8.3718,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2025,80,160.41,269699.52,1912.21,39.4456,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.4456,39.4456,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2025,83,109.77,298358.33,3053.93,82.4623,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.4623,82.4623,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2025,33,111.18,127722.09,1364.75,18.8189,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.8189,18.8189,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2025,23,122.33,106500,885.85,0.7753,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0.7753,0.7753,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2025,194,139.1,375518.88,2913.11,77.1566,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.1566,77.1566,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2025,108,101.44,177074.34,1971.98,41.6976,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.6976,41.6976,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082439,Santa Cecília de Voltregà,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2025,101,86.73,247656.19,2975.01,79.4888,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.4888,79.4888,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2025,1303,64.01,160210.54,2574.08,64.3829,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.3829,64.3829,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2025,8,80.13,212337.87,2735.25,70.4553,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.4553,70.4553,100,,official,default,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2025,80,170.38,284011.84,2055.9,44.8594,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.8594,44.8594,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082508,Santa Margarida de Montbui,06,Anoia,2025,127,87.88,105010.98,1268.86,15.206,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.206,15.206,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2025,65,109.39,156099.28,1572.39,26.6422,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.6422,26.6422,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2025,401,91.78,238491.33,2700.78,69.1566,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.1566,69.1566,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082541,l'Esquirol,24,Osona,2025,20,167.59,146337.47,965.74,3.7854,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,3.7854,3.7854,100,,official,default,true
082554,Santa Maria de Merlès,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082567,Santa Maria de Martorelles,41,Vallès Oriental,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082573,Santa Maria de Miralles,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082589,Santa Maria d'Oló,42,Moianès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082592,Santa Maria de Palautordera,41,Vallès Oriental,2025,74,147.31,261912.9,2013.3,43.2544,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.2544,43.2544,100,,official,default,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2025,221,96.49,225398.45,2350.75,55.9685,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.9685,55.9685,100,,official,default,true
082613,Santa Susanna,21,Maresme,2025,69,148.11,262337.45,2048.77,44.5908,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.5908,44.5908,100,,official,default,true
082628,Sant Vicenç de Castellet,07,Bages,2025,118,91.5,137197.79,1631.29,28.8613,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.8613,28.8613,100,,official,default,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2025,253,109.41,233260.06,2440.26,59.341,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.341,59.341,100,,official,default,true
082649,Sant Vicenç de Montalt,21,Maresme,2025,73,173.42,565108.56,3491.23,98.9385,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,98.9385,98.9385,100,,official,default,true
082652,Sant Vicenç de Torelló,24,Osona,2025,30,109.72,159744.83,1454.81,22.2121,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.2121,22.2121,100,,official,default,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2025,555,97.63,314319,3191.17,87.6331,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.6331,87.6331,100,,official,default,true
082671,Sentmenat,40,Vallès Occidental,2025,111,140.95,233544.82,1999.49,42.734,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.734,42.734,100,,official,default,true
082687,Cercs,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082690,Seva,24,Osona,2025,29,134,282008.45,2241.05,51.8353,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.8353,51.8353,100,,official,default,true
