municipality_code,municipality_name,comarca_code,comarca_name,reference_period,resident_population,non_resident_present,resident_absent,population_etca,population_etca_pct,etca_pressure,hut_count,hut_per_1000,hotel_count,rural_count,camping_count,tourist_establishments_count,tourist_establishments_per_1000,ieet_available,ieet_total_eur,ieet_hut_eur,ieet_eur_per_resident,etca_score,hut_density_score,tourist_supply_score,ieet_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
080787,l'Espunyola,14,Berguedà,2024,,,,,,,3,11.538462,2,11,0,16,61.538462,false,,,,,11.7965,44.1263,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080790,l'Estany,42,Moianès,2024,,,,,,,4,10.230179,0,3,0,7,17.902813,false,,,,,10.459,12.6734,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080804,Fígols,14,Berguedà,2024,,,,,,,2,48.780488,1,0,0,3,73.170732,false,,,,,49.8714,52.511,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080811,Fogars de Montclús,41,Vallès Oriental,2024,,,,,,,13,26.369168,4,6,1,24,48.681542,false,,,,,26.9589,34.8589,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080826,Fogars de la Selva,34,Selva,2024,1678,433,-262,1850,110.3,1.102503,23,13.706794,0,3,0,26,15.494636,false,,,,35.6787,14.0133,10.9375,,25.3141,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,25.3141,25.3141,100,,official,default,true
080832,Folgueroles,24,Osona,2024,2262,174,-430,2007,88.7,0.887268,0,0,0,1,0,1,0.442087,false,,,,3.9343,0,0.0875,,2.1814,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.1814,2.1814,100,,official,default,true
080847,Fonollosa,07,Bages,2024,1584,98,-270,1412,89.1,0.891414,4,2.525253,0,8,0,12,7.575758,false,,,,4.5459,2.5817,5.2295,,4.1916,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.1916,4.1916,100,,official,default,true
080850,Font-rubí,03,Alt Penedès,2024,1432,101,-229,1304,91.1,0.910615,11,7.681564,1,3,0,15,10.47486,false,,,,7.3777,7.8534,7.3192,,7.4849,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.4849,7.4849,100,,official,default,true
080863,les Franqueses del Vallès,41,Vallès Oriental,2024,20667,2497,-3394,19770,95.7,0.956597,7,0.338704,3,2,0,12,0.580636,false,,,,14.1595,0.3463,0.1874,,7.9118,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.9118,7.9118,100,,official,default,true
080879,Gallifa,40,Vallès Occidental,2024,,,,,,,1,5.847953,0,0,0,1,5.847953,false,,,,,5.9787,3.9841,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080885,la Garriga,41,Vallès Oriental,2024,17277,1534,-2605,16206,93.8,0.93801,20,1.157608,6,1,0,27,1.562771,false,,,,11.4181,1.1835,0.8953,,6.7549,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.7549,6.7549,100,,official,default,true
080898,Gavà,11,Baix Llobregat,2024,47961,5504,-7131,46334,96.6,0.966077,245,5.108317,3,0,1,249,5.191718,false,,,,15.5576,5.2226,3.5111,,10.5646,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.5646,10.5646,100,,official,default,true
080902,Gaià,07,Bages,2024,,,,,,,1,5.747126,0,3,0,4,22.988506,false,,,,,5.8757,16.3392,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080919,Gelida,03,Alt Penedès,2024,8078,209,-1418,6868,85,0.85021,12,1.485516,2,2,0,16,1.980688,false,,,,0,1.5187,1.1966,,0.619,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0.619,0.619,100,,official,default,true
080924,Gironella,14,Berguedà,2024,5072,283,-596,4760,93.8,0.938486,15,2.957413,2,2,1,20,3.943218,false,,,,11.4883,3.0236,2.6112,,7.5967,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.5967,7.5967,100,,official,default,true
080930,Gisclareny,14,Berguedà,2024,,,,,,,3,107.142857,0,1,0,4,142.857143,false,,,,,100,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080945,la Granada,03,Alt Penedès,2024,2263,166,-384,2045,90.4,0.903668,2,0.883783,0,0,0,2,0.883783,false,,,,6.3531,0.9035,0.4059,,3.8013,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.8013,3.8013,100,,official,default,true
080958,Granera,42,Moianès,2024,,,,,,,3,36.144578,0,2,0,5,60.240964,false,,,,,36.9529,43.1911,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080961,Granollers,41,Vallès Oriental,2024,63897,9339,-8182,65054,101.8,1.018107,17,0.266053,11,0,0,28,0.438205,false,,,,23.2314,0.272,0.0847,,12.8622,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,12.8622,12.8622,100,,official,default,true
080977,Gualba,41,Vallès Oriental,2024,1743,372,-366,1750,100.4,1.004016,22,12.621916,1,2,1,26,14.91681,false,,,,21.1532,12.9042,10.521,,16.9645,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,16.9645,16.9645,100,,official,default,true
080983,Sant Salvador de Guardiola,07,Bages,2024,3478,274,-547,3205,92.2,0.921507,0,0,0,5,1,6,1.725129,false,,,,8.9841,0,1.0124,,5.1437,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.1437,5.1437,100,,official,default,true
080996,Guardiola de Berguedà,14,Berguedà,2024,951,182,-128,1005,105.7,1.056782,39,41.009464,2,2,1,44,46.267087,false,,,,28.9355,41.9266,33.1186,,33.0199,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,33.0199,33.0199,100,,official,default,true
081000,Gurb,24,Osona,2024,2711,1217,-515,3413,125.9,1.258945,3,1.106603,0,5,0,8,2.950941,false,,,,58.7519,1.1314,1.8959,,32.9756,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,32.9756,32.9756,100,,official,default,true
081017,l'Hospitalet de Llobregat,13,Barcelonès,2024,282299,23801,-43878,262223,92.9,0.928884,520,1.842019,30,0,0,550,1.948289,false,,,,10.0722,1.8832,1.1732,,6.2451,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.2451,6.2451,100,,official,default,true
081022,Igualada,06,Anoia,2024,41755,4056,-4247,41564,99.5,0.995426,43,1.029817,5,0,0,48,1.149563,false,,,,19.8862,1.0528,0.5975,,11.3201,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.3201,11.3201,100,,official,default,true
081038,Jorba,06,Anoia,2024,,,,,,,1,1.177856,1,4,0,6,7.067138,false,,,,,1.2042,4.8629,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081043,la Llacuna,06,Anoia,2024,,,,,,,13,13.527575,0,6,1,20,20.811655,false,,,,,13.8301,14.7701,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081056,la Llagosta,41,Vallès Oriental,2024,13070,682,-2048,11704,89.5,0.895486,0,0,4,0,0,4,0.306044,false,,,,5.1464,0,0,,2.8305,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.8305,2.8305,100,,official,default,true
081069,Llinars del Vallès,41,Vallès Oriental,2024,10699,1532,-1510,10720,100.2,1.001963,10,0.934667,0,6,0,16,1.495467,false,,,,20.8503,0.9556,0.8468,,11.8759,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.8759,11.8759,100,,official,default,true
081075,Lliçà d'Amunt,41,Vallès Oriental,2024,16225,994,-2621,14598,90,0.899723,18,1.109399,0,3,0,21,1.294299,false,,,,5.7713,1.1342,0.7018,,3.5981,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.5981,3.5981,100,,official,default,true
081081,Lliçà de Vall,41,Vallès Oriental,2024,6858,1485,-1111,7233,105.5,1.054681,3,0.437445,0,0,0,3,0.437445,false,,,,28.6255,0.4472,0.0842,,15.8727,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,15.8727,15.8727,100,,official,default,true
081094,Lluçà,43,Lluçanès,2024,,,,,,,2,7.142857,1,4,0,7,25,false,,,,,7.3026,17.7891,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081108,Malgrat de Mar,21,Maresme,2024,19270,6783,-2187,23866,123.9,1.238505,369,19.148936,24,0,9,402,20.861443,false,,,,55.7373,19.5772,14.806,,38.511,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,38.511,38.511,100,,official,default,true
081115,Malla,24,Osona,2024,,,,,,,1,3.496503,0,2,0,3,10.48951,false,,,,,3.5747,7.3298,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081120,Manlleu,24,Osona,2024,21291,902,-2304,19889,93.4,0.934151,0,0,2,2,0,4,0.187873,false,,,,10.8489,0,0,,5.9669,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.9669,5.9669,100,,official,default,true
081136,Manresa,07,Bages,2024,79737,6978,-7442,79274,99.4,0.994193,154,1.931349,8,1,2,165,2.069303,false,,,,19.7045,1.9745,1.2604,,11.5832,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.5832,11.5832,100,,official,default,true
081141,Martorell,11,Baix Llobregat,2024,28483,6870,-3744,31609,111,1.10975,9,0.315978,3,0,0,12,0.421304,false,,,,36.7475,0.323,0.0726,,20.3064,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,20.3064,20.3064,100,,official,default,true
081154,Martorelles,41,Vallès Oriental,2024,4984,1133,-886,5231,105,1.049559,2,0.401284,0,0,0,2,0.401284,false,,,,27.8701,0.4103,0.0581,,15.4428,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,15.4428,15.4428,100,,official,default,true
081167,les Masies de Roda,24,Osona,2024,,,,,,,0,0,1,0,0,1,1.319261,false,,,,,0,0.7198,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081173,les Masies de Voltregà,24,Osona,2024,3292,1834,-524,4601,139.8,1.397631,0,0,1,2,0,3,0.9113,false,,,,79.2062,0,0.4257,,43.6486,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,43.6486,43.6486,100,,official,default,true
081189,el Masnou,21,Maresme,2024,24444,1741,-3817,22368,91.5,0.915071,134,5.481918,5,0,0,139,5.686467,false,,,,8.035,5.6045,3.8677,,6.5939,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.5939,6.5939,100,,official,default,true
081192,Masquefa,06,Anoia,2024,10020,439,-1504,8955,89.4,0.893713,4,0.399202,1,0,0,5,0.499002,false,,,,4.8848,0.4081,0.1286,,2.8144,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.8144,2.8144,100,,official,default,true
081206,Matadepera,40,Vallès Occidental,2024,9863,666,-1951,8577,87,0.869614,12,1.216668,0,0,0,12,1.216668,false,,,,1.3306,1.2439,0.6459,,1.172,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.172,1.172,100,,official,default,true
081213,Mataró,21,Maresme,2024,130887,9455,-13651,126691,96.8,0.967942,164,1.252989,6,2,1,173,1.321751,false,,,,15.8327,1.281,0.7216,,9.1726,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.1726,9.1726,100,,official,default,true
081228,Mediona,03,Alt Penedès,2024,2632,274,-396,2510,95.4,0.953647,12,4.559271,0,4,0,16,6.079027,false,,,,13.7245,4.6612,4.1507,,9.5439,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.5439,9.5439,100,,official,default,true
081234,Molins de Rei,11,Baix Llobregat,2024,26930,2239,-4772,24398,90.6,0.905978,6,0.2228,3,0,0,9,0.3342,false,,,,6.6939,0.2278,0.0098,,3.7406,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.7406,3.7406,100,,official,default,true
081249,Mollet del Vallès,41,Vallès Oriental,2024,52045,4305,-7458,48892,93.9,0.939418,2,0.038428,5,0,0,7,0.134499,false,,,,11.6258,0.0393,0,,6.404,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.404,6.404,100,,official,default,true
081252,Montcada i Reixac,40,Vallès Occidental,2024,37096,4335,-5417,36014,97.1,0.970832,13,0.350442,3,0,0,16,0.431313,false,,,,16.259,0.3583,0.0798,,9.048,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.048,9.048,100,,official,default,true
081265,Montgat,21,Maresme,2024,12646,903,-2299,11250,89,0.889609,67,5.298118,0,0,0,67,5.298118,false,,,,4.2797,5.4166,3.5878,,4.4255,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.4255,4.4255,100,,official,default,true
081271,Monistrol de Montserrat,07,Bages,2024,3188,236,-530,2894,90.8,0.907779,27,8.46926,3,1,0,31,9.723965,false,,,,6.9595,8.6587,6.778,,7.348,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.348,7.348,100,,official,default,true
081287,Monistrol de Calders,42,Moianès,2024,,,,,,,3,3.926702,1,1,0,5,6.544503,false,,,,,4.0145,4.4862,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081290,Muntanyola,24,Osona,2024,,,,,,,3,4.285714,0,7,0,10,14.285714,false,,,,,4.3816,10.0661,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081304,Montclar,14,Berguedà,2024,,,,,,,6,45.112782,0,5,0,11,82.706767,false,,,,,46.1217,59.3846,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081311,Montesquiu,24,Osona,2024,1095,43,-174,963,87.9,0.879452,4,3.652968,0,0,0,4,3.652968,false,,,,2.7816,3.7347,2.402,,2.944,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.944,2.944,100,,official,default,true
081326,Montmajor,14,Berguedà,2024,,,,,,,10,21.231423,0,8,0,18,38.216561,false,,,,,21.7062,27.3157,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081332,Montmaneu,06,Anoia,2024,,,,,,,1,5.494505,1,0,0,2,10.989011,false,,,,,5.6174,7.6898,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081347,Figaró-Montmany,41,Vallès Oriental,2024,1190,116,-202,1104,92.8,0.927731,4,3.361345,1,2,0,7,5.882353,false,,,,9.9021,3.4365,4.0089,,7.1071,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.1071,7.1071,100,,official,default,true
